"specificationID","sectionID","sectionLabel","sectionURL","definitionID","definitionURL","definitionTerm","definitionText","definitionLocal","definitionCurrent"
"NDR-4.0","section_10.4.1","Section 10.4.1. Augmentable types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.4.1","definition_augmentable_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_augmentable_type","augmentable type","An augmentable type is complex type definition that is defined by either a reference schema document or by an extension schema document, and is either an association type, or an object type that has complex content and is not an external adapter type.",true,false
"NDR-4.0","section_10.4","Section 10.4. Augmentations","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.4","definition_augmentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_augmentation","augmentation","An augmentation is a conformant element information item that: is an instance of an augmentation element declaration, is a child of a conformant element information item that is an instance of an augmentable type, and appears in the instance as a substitution for an augmentation point element.",true,false
"NDR-4.0","section_10.4.4","Section 10.4.4. Augmentation types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.4.4","definition_augmentation_element_declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_augmentation_element_declaration","augmentation element declaration","An augmentation element declaration is an element declaration that has a type that is an augmentation type, and carries elements that establish a relationship to its parent object or association is designed to be used as an augmentation of its parent object or association",true,false
"NDR-4.0","section_10.4.4","Section 10.4.4. Augmentation types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.4.4","definition_augmentation_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_augmentation_type","augmentation type","An augmentation type is a complex type definition that provides elements that establish relationships to a base object or association, rather than to the instance of the augmentation type itself, and is designed to be the type of an augmentation element declaration.",true,false
"NDR-4.0","section_3.4.1","Section 3.4.1. Schema components","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4.1","definition_base_type_definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_base_type_definition","base type definition","The term base type definition is as defined by [XML Schema Structures] Section 2.2.1.1, Type Definition Hierarchy, which states:A type definition used as the basis for an extension or restriction is known as the base type definition of that definition.",true,false
"NDR-4.0","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.3","definition_code_simple_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_code_simple_type","code simple type","A code simple type is a simple type definition schema component for which each value carried by the type corresponds to an entry in a list of distinct conceptual entities.",true,false
"NDR-4.0","section_10.2.4","Section 10.2.4. Code types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.2.4","definition_code_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_code_type","code type","A code type is a NIEM object type for which each simple value carried by the type corresponds to an entry in a list of distinct conceptual entities.",true,false
"NDR-4.0","section_3.4.1","Section 3.4.1. Schema components","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4.1","definition_complex_type_definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_complex_type_definition","complex type definition","The term complex type definition is as defined by [XML Schema Structures] Section 2.2.1.3, Complex Type Definition.",true,false
"NDR-4.0","section_3.6","Section 3.6. Conformance Targets Attribute Specification terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.6","definition_conformance_target","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_conformance_target","conformance target","The term conformance target is as defined by [CTAS], which states:A conformance target is a class of artifact, such as an interface, protocol, document, platform, process or service, that is the subject of conformance clauses and normative statements. There may be several conformance targets defined within a specification, and these targets may be diverse so as to reflect different aspects of a specification. For example, a protocol message and a protocol engine may be different conformance targets.",true,false
"NDR-4.0","section_3.6","Section 3.6. Conformance Targets Attribute Specification terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.6","definition_conformance_target_identifier","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_conformance_target_identifier","conformance target identifier","The term conformance target identifier is as defined by [CTAS], which states:A conformance target identifier is an internationalized resource identifier that uniquely identifies a conformance target.",true,false
"NDR-4.0","section_4.1.4","Section 4.1.4. Instance documents and elements","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_4.1.4","definition_conformant_element_information_item","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_conformant_element_information_item","conformant element information item","A conformant element information item is an element information item that satisfies all of the following criteria: Its [namespace name] and [local name] matches an element declared by a reference schema document or extension schema document. It occurs within a conformant instance XML document. It is locally schema-valid. It satisfies all rules specified in this document applicable to an element in a conformant instance XML document.",true,false
"NDR-4.0","section_4.1.4","Section 4.1.4. Instance documents and elements","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_4.1.4","definition_conformant_instance_XML_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_conformant_instance_XML_document","conformant instance XML document","A conformant instance XML document is an XML document that is instance document valid to a conformant schema document set. It is a conformance target of this specification. A conformant instance XML document MUST conform to all rules of this specification that apply to this conformance target.",true,false
"NDR-4.0","section_4.1.3","Section 4.1.3. Schema document set","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_4.1.3","definition_conformant_schema_document_set","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_conformant_schema_document_set","conformant schema document set","A conformant schema document set is a collection of schema documents that together are capable of validating a conformant instance XML document. It is a conformance target of this specification. A conformant schema document set MUST conform to all rules of this specification that apply to this conformance target.",true,false
"NDR-4.0","section_2.4.1","Section 2.4.1. Rules","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_2.4.1","definition_constraint_rule","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_constraint_rule","constraint rule","A constraint rule is a rule that sets a requirement on an artifact with respect to its conformance to a conformance target.",true,false
"NDR-4.0","section_7.4","Section 7.4. ISO 11179 Part 4","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_7.4","definition_data_definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_data_definition","data definition","The data definition of a schema component is the content of the first occurrence of the element xs:documentation that is an immediate child of an occurrence of an element xs:annotation that is an immediate child of the element that defines the component.",true,false
"NDR-4.0","section_10.9.1.1","Section 10.9.1.1. Deprecation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.1","definition_deprecated_component","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_deprecated_component","deprecated component","A deprecated component is one that developers are discouraged from using, typically because a better alternative exists, yet which is maintained in the schema for compatibility with previous versions of the namespace.",true,false
"NDR-4.0","section_3.3","Section 3.3. XML Information Set terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.3","definition_document_element","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_document_element","document element","the value of the [document element] property of a document information item; preferred over the term root element.",false,false
"NDR-4.0","section_7.4","Section 7.4. ISO 11179 Part 4","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_7.4","definition_documented_component","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_documented_component","documented component","In a NIEM-conformant schema, a documented component is schema component that has an associated data definition. Each documented component has a textual definition, so that the component may be well-understood.",true,false
"NDR-4.0","section_3.6","Section 3.6. Conformance Targets Attribute Specification terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.6","definition_effective_conformance_target_identifier","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_effective_conformance_target_identifier","effective conformance target identifier","The term effective conformance target identifier is as defined by [CTAS] Section 4, Semantics and Use, which states:An effective conformance target identifier of a conformant document is an internationalized resource identifier reference that occurs in the document’s effective conformance targets attribute.",true,false
"NDR-4.0","section_3.3","Section 3.3. XML Information Set terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.3","definition_element","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_element","element","An element is an element information item, as defined by [XML Infoset] Section 2.2, Element Information Items",true,false
"NDR-4.0","section_3.4.1","Section 3.4.1. Schema components","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4.1","definition_element_declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_element_declaration","element declaration","The term element declaration is as defined by [XML Schema Structures] Section 2.2.2.1, Element Declaration.",true,false
"NDR-4.0","section_4.1.2","Section 4.1.2. Extension schema document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_4.1.2","definition_extension_schema_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_extension_schema_document","extension schema document","An extension schema document is a schema document that is intended to provide definitions of schema components that are intended for reuse within a more narrow scope than those defined by a reference schema document. It is a conformance target of this specification. An extension schema document MUST conform to all rules of this specification that apply to this conformance target. An XML document with a conformance target identifier of http://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/#ExtensionSchemaDocument MUST be an extension schema document.",true,false
"NDR-4.0","section_10.2.3.2","Section 10.2.3.2. External adapter types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.2.3.2","definition_external_adapter_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_external_adapter_type","external adapter type","An external adapter type is a NIEM-conformant type that adapts external components for use within NIEM. An external adapter type creates a new class of object that embodies a single concept composed of external components. A NIEM-conformant schema defines an external adapter type.",true,false
"NDR-4.0","section_10.2.3","Section 10.2.3. External adapter types and external components","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.2.3","definition_external_schema_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_external_schema_document","external schema document","An external schema document is any schema document that is not one of a reference schema document, an extension schema document, or a schema document that has the structures namespace as its target namespace.",true,false
"NDR-4.0","section_2.4","Section 2.4. Normative and informative content","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_2.4","definition_informative","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_informative","informative","The term informative is as defined by [ConfReq] Section 7.2, Conformance by key words, which states:INFORMATIVE (NON-NORMATIVE) — statements provided for informational purposes, intended to assist the understanding or use of the specification and shall not contain provisions that are required for conformance.",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_instance_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_instance_document","instance document","An instance document (of an XML Schema) is an XML document that is valid against the XML Schema.",true,false
"NDR-4.0","section_2.4.1","Section 2.4.1. Rules","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_2.4.1","definition_interpretation_rule","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_interpretation_rule","interpretation rule","An interpretation rule is a rule that sets the methodology, pattern, or procedure for understanding some aspect of an instance of a conformance target.",true,false
"NDR-4.0","section_10.8.2.1","Section 10.8.2.1. Use of Acronyms, Initialisms, Abbreviations, and Jargon","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.2.1","definition_local_term","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_local_term","local term","In a conformant schema document, a local term is a word, phrase, acronym, or other string of characters for which all of the following are true: It is not a term defined in the [OED], or it has a non-OED definition, or its word sense may not be clear. It is introduced into the schema document via an appinfo element appinfo:LocalTerm. It may be used in the local name of a schema component within the schema document.",true,false
"NDR-4.0","section_10.9","Section 10.9. Machine-readable annotations","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9","definition_machine-readable_annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_machine-readable_annotation","machine-readable annotation","An information item within a schema is defined to be a machine-readable annotation when all of the following are true: It is one of the following: It is an element information item that is a child of an xs:appinfo element. It is an attribute information item that satisfies the {any attributes with non- schema namespace . . .} clause within the declaration of an XML Schema element. The namespace name property of the item is not the XML namespace, XML Schema namespace, or the XSI namespace.",true,false
"NDR-4.0","section_10.5.2","Section 10.5.2. Metadata element declarations","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.5.2","definition_metadata_element_declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_metadata_element_declaration","metadata element declaration","A metadata element declaration is an element declaration defined by a reference schema document or an extension schema document that defines a metadata object. A metadata element declaration has a name ending in Metadata, and a {type definition} that is a metadata type.",true,false
"NDR-4.0","section_10.5.1","Section 10.5.1. Metadata types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.5.1","definition_metadata_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_metadata_type","metadata type","A metadata type describes data about data, that is, information that is not descriptive of objects and their relationships, but is descriptive of the data itself. It is useful to provide a general mechanism for data about data. This provides required flexibility to precisely represent information.",true,false
"NDR-4.0","section_2.4","Section 2.4. Normative and informative content","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_2.4","definition_normative","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_normative","normative","The term normative is as defined by [ConfReq] Section 7.2, Conformance by key words, which states:NORMATIVE — statements provided for the prescriptive parts of the specification, providing that which is necessary in order to be able to claim conformance to the specification.",true,false
"NDR-4.0","section_10.2.1","Section 10.2.1. General object types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.2.1","definition_object_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_object_type","object type","In a NIEM-conformant schema, an object type is a complex type definition, an instance of which asserts the existence of an object. An object type represents some kind of object: a thing with its own lifespan that has some existence. The object may or may not be a physical object. It may be a conceptual object.",true,false
"NDR-4.0","section_4.1.1","Section 4.1.1. Reference schema document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_4.1.1","definition_reference_schema_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_reference_schema_document","reference schema document","A reference schema document is a schema document that is intended to provide the authoritative definitions of broadly reusable schema components. It is a conformance target of this specification. A reference schema document MUST conform to all rules of this specification that apply to this conformance target. An XML document with a conformance target identifier of http://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/#ReferenceSchemaDocument MUST be a conformant reference schema document.",true,false
"NDR-4.0","section_10.7","Section 10.7. The Representation pattern","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.7","definition_representation_element_declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_representation_element_declaration","representation element declaration","A representation element declaration is an element declaration that is abstract, and that has a {name} that ends in Representation.",true,false
"NDR-4.0","section_10.2.2","Section 10.2.2. Role types and roles","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.2.2","definition_role_type","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_role_type","role type","A role type is an object type that represents a particular function, purpose, usage, or role of one or more objects of its base type.",true,false
"NDR-4.0","section_10.2.2","Section 10.2.2. Role types and roles","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.2.2","definition_RoleOf_element","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_RoleOf_element","RoleOf element","A RoleOf element is an element declaration that is defined by a reference schema document or an extension schema document, and has a {name} that begins with RoleOf.A RoleOf element represents a base type for a role type.",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_schema_component","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_schema_component","schema component","The term schema component is as defined by [XML Schema Structures] Section 2.2, XML Schema Abstract Data Model, which states:Schema component is the generic term for the building blocks that comprise the abstract data model of the schema.",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_schema_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_schema_document","schema document","The term schema document is as defined by [XML Schema Structures] Section 3.1.2, XML Representations of Components, which states:A document in this form (i.e. a  element information item) is a schema document.",true,false
"NDR-4.0","section_3.4.1","Section 3.4.1. Schema components","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4.1","definition_simple_type_definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_simple_type_definition","simple type definition","The term simple type definition is as defined by [XML Schema Structures] Section 2.2.1.2, Simple Type Definition.",true,false
"NDR-4.0","section_10.10","Section 10.10. NIEM structural facilities","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.10","definition_structures_namespace","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_structures_namespace","structures namespace","The structures namespace is the namespace represented by the URI http://release.niem.gov/niem/structures/4.0/.",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_valid","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_valid","valid","The term valid is as defined by [XML Schema Structures] Section 2.1, Overview of XML Schema, which states:[Definition:] the word valid and its derivatives are used to refer to clause 1 above, the determination of local schema-validity.The referenced clause 1 is a part of a description of schema-validity:Schema-validity assessment has two aspects: Determining local schema-validity, that is whether an element or attribute information item satisfies the constraints embodied in the relevant components of an XML Schema; Synthesizing an overall validation outcome for the item, combining local schema-validity with the results of schema-validity assessments of its descendants, if any, and adding appropriate augmentations to the infoset to record this outcome.",true,false
"NDR-4.0","section_3.2","Section 3.2. XML terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.2","definition_XML_document","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_XML_document","XML document","The term XML document is as defined by [XML] Section 2, Documents, which states:A data object is an XML document if it is well-formed, as defined in this specification. In addition, the XML document is valid if it meets certain further constraints.",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_XML_Schema","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_XML_Schema","XML Schema","The term XML Schema is as defined by [XML Schema Structures] Section 2.2, XML Schema Abstract Data Model, which states:An XML Schema is a set of schema components.",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_XML_Schema_definition_language","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_XML_Schema_definition_language","XML Schema definition language","The term XML Schema definition language is as defined by [XML Schema Structures] subsection Abstract, which states:XML Schema: Structures specifies the XML Schema definition language, which offers facilities for describing the structure and constraining the contents of XML 1.0 documents, including those which exploit the XML Namespace facility. The schema language, which is itself represented in XML 1.0 and uses namespaces, substantially reconstructs and considerably extends the capabilities found in XML 1.0 document type definitions (DTDs).",true,false
"NDR-4.0","section_3.4","Section 3.4. XML Schema terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_3.4","definition_XML_Schema_document_set","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#definition_XML_Schema_document_set","XML Schema document set","An XML Schema document set is a set of schema documents that together define an XML Schema suitable for assessing the validity of an XML document.",true,false
"NDR-5.0","section_10.9.1","Section 10.9.1. The NIEM appinfo namespace","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.9.1","definition_appinfo_namespace","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_appinfo_namespace","appinfo namespace","The appinfo namespace is the namespace represented by the URI http://release.niem.gov/niem/appinfo/5.0/.",true,true
"NDR-5.0","section_10.9","Section 10.9. Machine-readable annotations","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.9","definition_application_information","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_application_information","application information","A component is said to have application information of some element $element when the XML Schema element that defines the component has an immediate child element xs:annotation, which has an immediate child element xs:appinfo, which has as an immediate child the element $element.",true,true
"NDR-5.0","section_10.3","Section 10.3. Associations","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.3","definition_association","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_association","association","An association is a conformant element information item that establishes a relationship between two or more objects, optionally including properties of that relationship. An association is an instance of an association element declaration, and has a type that is an association type. ",true,true
"NDR-5.0","section_10.3","Section 10.3. Associations","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.3","definition_association_element_declaration","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_association_element_declaration","association element declaration","An association element declaration is an element declaration declared in a reference schema document or extension schema document that describes a relationship between two or more objects, optionally including properties of that relationship.",true,true
"NDR-5.0","section_10.3","Section 10.3. Associations","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.3","definition_association_type","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_association_type","association type","In a NIEM-conformant schema, an association type is a complex type definition defined in a reference schema document or extension schema document that establishes a relationship between two or more objects, optionally including the properties of that relationship.",true,true
"NDR-5.0","section_3.3","Section 3.3. XML Information Set terminology","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_3.3","definition_attribute","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_attribute","attribute","An attribute is an attribute information item, as defined by [XML Infoset] Section 2.3, Attribute Information Items",true,true
"NDR-5.0","section_10.4.1","Section 10.4.1. Augmentable types","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.4.1","definition_augmentable_type","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_augmentable_type","augmentable type","An augmentable type is complex type definition that is defined by either a reference schema document or by an extension schema document, and is either an association type, or an object type that has complex content and is not an external adapter type.",true,true
"NDR-5.0","section_10.4","Section 10.4. Augmentations","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.4","definition_augmentation","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_augmentation","augmentation","An augmentation is a conformant element information item that: is an instance of an augmentation element declaration, is a child of a conformant element information item that is an instance of an augmentable type, and appears in the instance as a substitution for an augmentation point element.",true,true
"NDR-5.0","section_10.4.4","Section 10.4.4. Augmentation types","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.4.4","definition_augmentation_element_declaration","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_augmentation_element_declaration","augmentation element declaration","An augmentation element declaration is an element declaration that has a type that is an augmentation type, and carries elements that establish a relationship to its parent object or association is designed to be used as an augmentation of its parent object or association",true,true
"NDR-5.0","section_10.4.4","Section 10.4.4. Augmentation types","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.4.4","definition_augmentation_type","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_augmentation_type","augmentation type","An augmentation type is a complex type definition that provides elements that establish relationships to a base object or association, rather than to the instance of the augmentation type itself, and is designed to be the type of an augmentation element declaration.",true,true
"NDR-5.0","section_3.4.1","Section 3.4.1. Schema components","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_3.4.1","definition_base_type_definition","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_base_type_definition","base type definition","The term base type definition is as defined by [XML Schema Structures] Section 2.2.1.1, Type Definition Hierarchy, which states:A type definition used as the basis for an extension or restriction is known as the base type definition of that definition.",true,true
"NDR-5.0","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_11.1.2.3","definition_code_simple_type","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_code_simple_type","code simple type","A code simple type is a simple type definition schema component for which each value carried by the type corresponds to an entry in a list of distinct conceptual entities.",true,true
"NDR-5.0","section_10.2.4","Section 10.2.4. Code types","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_10.2.4","definition_code_type","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_code_type","code type","A code type is a NIEM object type for which each simple value carried by the type corresponds to an entry in a list of distinct conceptual entities.",true,true
"NDR-5.0","section_3.4.1","Section 3.4.1. Schema components","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_3.4.1","definition_complex_type_definition","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_complex_type_definition","complex type definition","The term complex type definition is as defined by [XML Schema Structures] Section 2.2.1.3, Complex Type Definition.",true,true
"NDR-5.0","section_3.6","Section 3.6. Conformance Targets Attribute Specification terminology","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_3.6","definition_conformance_target","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_conformance_target","conformance target","The term conformance target is as defined by [CTAS], which states:A conformance target is a class of artifact, such as an interface, protocol, document, platform, process or service, that is the subject of conformance clauses and normative statements. There may be several conformance targets defined within a specification, and these targets may be diverse so as to reflect different aspects of a specification. For example, a protocol message and a protocol engine may be different conformance targets.",true,true
"NDR-5.0","section_3.6","Section 3.6. Conformance Targets Attribute Specification terminology","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#section_3.6","definition_conformance_target_identifier","https://niem.github.io/NIEM-NDR/v5.0/niem-ndr.html#definition_conformance_target_identifier","conformance target identifier","The term conformance target identifier is as defined by [CTAS], which states:A conformance target identifier is an internationalized resource identifier that uniquely identifies a conformance target.",true,true
